Country,Year,Population
BIH,1992,4239154
BIH,1993,4087999
BIH,1994,3948816
BIH,1995,3843712
BIH,1996,3780378
BIH,1997,3752431
BIH,1998,3750485
BIH,1999,3759118
BIH,2000,3766706
BIH,2001,3771284
BIH,2002,3775807
BIH,2003,3779247
BIH,2004,3781287
BIH,2005,3781530
BIH,2006,3779468
BIH,2007,3774000
BIH,2008,3763599
BIH,2009,3746561
BIH,2010,3722084
BIH,2011,3688865
BIH,2012,3648200
BIH,2013,3604999
BIH,2014,3566002
BIH,2015,3535961
BIH,2016,3516816
BIH,2017,3507017
BLR,1960,8198000
BLR,1961,8271216
BLR,1962,8351928
BLR,1963,8437232
BLR,1964,8524224
BLR,1965,8610000
BLR,1966,8696496
BLR,1967,8785648
BLR,1968,8874552
BLR,1969,8960304
BLR,1970,9040000
BLR,1971,9115576
BLR,1972,9188968
BLR,1973,9257272
BLR,1974,9317584
BLR,1975,9367000
BLR,1976,9411000
BLR,1977,9463000
BLR,1978,9525000
BLR,1979,9584000
BLR,1980,9643000
BLR,1981,9710000
BLR,1982,9776000
BLR,1983,9843000
BLR,1984,9910000
BLR,1985,9975000
BLR,1986,10043000
BLR,1987,10111000
BLR,1988,10140000
BLR,1989,10170000
BLR,1990,10189000
BLR,1991,10194000
BLR,1992,10216000
BLR,1993,10239000
BLR,1994,10227000
BLR,1995,10194000
BLR,1996,10160000
BLR,1997,10117000
BLR,1998,10069000
BLR,1999,10026738
BLR,2000,9979610
BLR,2001,9928549
BLR,2002,9865548
BLR,2003,9796749
BLR,2004,9730146
BLR,2005,9663915
BLR,2006,9604924
BLR,2007,9560953
BLR,2008,9527985
BLR,2009,9506765
BLR,2010,9490583
BLR,2011,9473172
BLR,2012,9464495
BLR,2013,9465997
BLR,2014,9474511
BLR,2015,9489616
BLR,2016,9501534
BLR,2017,9507875
BLZ,1960,92064
BLZ,1961,94703
BLZ,1962,97384
BLZ,1963,100164
BLZ,1964,103069
BLZ,1965,106119
BLZ,1966,109347
BLZ,1967,112692
BLZ,1968,116061
BLZ,1969,119261
BLZ,1970,122182
BLZ,1971,124793
BLZ,1972,127150
BLZ,1973,129294
BLZ,1974,131307
BLZ,1975,133260
BLZ,1976,135147
BLZ,1977,136989
BLZ,1978,138965
BLZ,1979,141305
BLZ,1980,144155
BLZ,1981,147566
BLZ,1982,151500
BLZ,1983,155822
BLZ,1984,160347
BLZ,1985,164921
BLZ,1986,169568
BLZ,1987,174320
BLZ,1988,179028
BLZ,1989,183469
BLZ,1990,187552
BLZ,1991,191126
BLZ,1992,194317
BLZ,1993,197616
BLZ,1994,201674
BLZ,1995,206963
BLZ,1996,213676
BLZ,1997,221606
BLZ,1998,230284
BLZ,1999,239026
BLZ,2000,247315
BLZ,2001,254984
BLZ,2002,262206
BLZ,2003,269130
BLZ,2004,276089
BLZ,2005,283277
BLZ,2006,290747
BLZ,2007,298407
BLZ,2008,306165
BLZ,2009,313929
BLZ,2010,321608
BLZ,2011,329192
BLZ,2012,336701
BLZ,2013,344181
BLZ,2014,351694
BLZ,2015,359288
BLZ,2016,366954
BLZ,2017,374681
BMU,1960,44400
BMU,1961,45500
BMU,1962,46600
BMU,1963,47700
BMU,1964,48900
BMU,1965,50100
BMU,1966,51000
BMU,1967,52000
BMU,1968,53000
BMU,1969,54000
BMU,1970,55000
BMU,1971,54600
BMU,1972,54200
BMU,1973,53800
BMU,1974,53400
BMU,1975,53000
BMU,1976,53200
BMU,1977,53400
BMU,1978,53600
BMU,1979,53800
BMU,1980,54670
BMU,1981,55050
BMU,1982,55449
BMU,1983,55930
BMU,1984,56423
BMU,1985,56898
BMU,1986,57382
BMU,1987,57849
BMU,1988,58347
BMU,1989,58841
BMU,1990,59326
BMU,1991,59021
BMU,1992,58595
BMU,1993,58910
BMU,1994,59320
BMU,1995,59746
BMU,1996,60129
BMU,1997,60497
BMU,1998,60943
BMU,1999,61285
BMU,2000,61833
BMU,2001,62504
BMU,2002,62912
BMU,2003,63325
BMU,2004,63740
BMU,2005,64154
BMU,2006,64523
BMU,2007,64888
BMU,2008,65273
BMU,2009,65636
BMU,2010,65124
BMU,2011,64564
BMU,2012,64798
BMU,2013,65001
BMU,2014,65139
BMU,2015,65239
BMU,2016,65341
BMU,2017,65441
BOL,1960,3693449
BOL,1961,3764813
BOL,1962,3838097
BOL,1963,3913395
BOL,1964,3990857
BOL,1965,4070590
BOL,1966,4152668
BOL,1967,4237125
BOL,1968,4324064
BOL,1969,4413590
BOL,1970,4505778
BOL,1971,4600591
BOL,1972,4698083
BOL,1973,4798509
BOL,1974,4902168
BOL,1975,5009257
BOL,1976,5119833
BOL,1977,5233677
BOL,1978,5350322
BOL,1979,5469123
BOL,1980,5589575
BOL,1981,5711599
BOL,1982,5835182
BOL,1983,5959960
BOL,1984,6085496
BOL,1985,6211550
BOL,1986,6337893
BOL,1987,6464732
BOL,1988,6592787
BOL,1989,6723046
BOL,1990,6856244
BOL,1991,6992521
BOL,1992,7131707
BOL,1993,7273825
BOL,1994,7418861
BOL,1995,7566714
BOL,1996,7717443
BOL,1997,7870855
BOL,1998,8026254
BOL,1999,8182712
BOL,2000,8339512
BOL,2001,8496375
BOL,2002,8653345
BOL,2003,8810420
BOL,2004,8967741
BOL,2005,9125409
BOL,2006,9283334
BOL,2007,9441444
BOL,2008,9599855
BOL,2009,9758748
BOL,2010,9918242
BOL,2011,10078343
BOL,2012,10239004
BOL,2013,10400264
BOL,2014,10562159
BOL,2015,10724705
BOL,2016,10887882
BOL,2017,11051600
BRA,1960,72207554
BRA,1961,74351763
BRA,1962,76573248
BRA,1963,78854019
BRA,1964,81168654
BRA,1965,83498020
BRA,1966,85837799
BRA,1967,88191378
BRA,1968,90557064
BRA,1969,92935072
BRA,1970,95326793
BRA,1971,97728961
BRA,1972,100143598
BRA,1973,102584278
BRA,1974,105069367
BRA,1975,107612100
BRA,1976,110213082
BRA,1977,112867867
BRA,1978,115577669
BRA,1979,118342626
BRA,1980,121159761
BRA,1981,124030908
BRA,1982,126947365
BRA,1983,129882321
BRA,1984,132800684
BRA,1985,135676281
BRA,1986,138499464
BRA,1987,141273488
BRA,1988,144001542
BRA,1989,146691981
BRA,1990,149352145
BRA,1991,151976577
BRA,1992,154564278
BRA,1993,157132682
BRA,1994,159705123
BRA,1995,162296612
BRA,1996,164913306
BRA,1997,167545164
BRA,1998,170170640
BRA,1999,172759243
BRA,2000,175287587
BRA,2001,177750670
BRA,2002,180151021
BRA,2003,182482149
BRA,2004,184738458
BRA,2005,186917361
BRA,2006,189012412
BRA,2007,191026637
BRA,2008,192979029
BRA,2009,194895996
BRA,2010,196796269
BRA,2011,198686688
BRA,2012,200560983
BRA,2013,202408632
BRA,2014,204213133
BRA,2015,205962108
BRA,2016,207652865
BRA,2017,209288278
BRB,1960,230939
BRB,1961,231678
BRB,1962,232586
BRB,1963,233587
BRB,1964,234547
BRB,1965,235374
BRB,1966,236044
BRB,1967,236621
BRB,1968,237199
BRB,1969,237913
BRB,1970,238848
BRB,1971,240035
BRB,1972,241441
BRB,1973,242976
BRB,1974,244539
BRB,1975,246034
BRB,1976,247444
BRB,1977,248784
BRB,1978,250032
BRB,1979,251177
BRB,1980,252194
BRB,1981,253080
BRB,1982,253841
BRB,1983,254518
BRB,1984,255193
BRB,1985,255924
BRB,1986,256736
BRB,1987,257611
BRB,1988,258527
BRB,1989,259458
BRB,1990,260374
BRB,1991,261275
BRB,1992,262184
BRB,1993,263089
BRB,1994,264015
BRB,1995,264959
BRB,1996,265942
BRB,1997,266945
BRB,1998,267950
BRB,1999,268922
BRB,2000,269847
BRB,2001,270685
BRB,2002,271478
BRB,2003,272258
BRB,2004,273091
BRB,2005,274009
BRB,2006,275039
BRB,2007,276150
BRB,2008,277319
BRB,2009,278470
BRB,2010,279569
BRB,2011,280601
BRB,2012,281585
BRB,2013,282509
BRB,2014,283385
BRB,2015,284217
BRB,2016,284996
BRB,2017,285719
BRN,1960,81745
BRN,1961,85596
BRN,1962,89516
BRN,1963,93576
BRN,1964,97848
BRN,1965,102425
BRN,1966,107316
BRN,1967,112494
BRN,1968,117950
BRN,1969,123653
BRN,1970,129583
BRN,1971,135726
BRN,1972,142073
BRN,1973,148560
BRN,1974,155109
BRN,1975,161671
BRN,1976,168224
BRN,1977,174773
BRN,1978,181257
BRN,1979,187656
BRN,1980,193949
BRN,1981,200085
BRN,1982,206128
BRN,1983,212136
BRN,1984,218227
BRN,1985,224512
BRN,1986,230972
BRN,1987,237622
BRN,1988,244458
BRN,1989,251514
BRN,1990,258785
BRN,1991,266274
BRN,1992,273963
BRN,1993,281751
BRN,1994,289525
BRN,1995,297192
BRN,1996,304699
BRN,1997,312038
BRN,1998,319222
BRN,1999,326289
BRN,2000,333241
BRN,2001,340117
BRN,2002,346867
BRN,2003,353389
BRN,2004,359523
BRN,2005,365158
BRN,2006,370250
BRN,2007,374864
BRN,2008,379252
BRN,2009,383772
BRN,2010,388662
BRN,2011,394013
BRN,2012,399748
BRN,2013,405716
BRN,2014,411704
BRN,2015,417542
BRN,2016,423196
BRN,2017,428697
BTN,1960,223288
BTN,1961,228918
BTN,1962,234706
BTN,1963,240778
BTN,1964,247325
BTN,1965,254464
BTN,1966,262244
BTN,1967,270622
BTN,1968,279515
BTN,1969,288774
BTN,1970,298301
BTN,1971,308053
BTN,1972,318045
BTN,1973,328312
BTN,1974,338943
BTN,1975,349982
BTN,1976,361455
BTN,1977,373324
BTN,1978,385384
BTN,1979,397390
BTN,1980,409172
BTN,1981,420380
BTN,1982,431050
BTN,1983,441847
BTN,1984,453720
BTN,1985,467178
BTN,1986,482952
BTN,1987,500437
BTN,1988,517273
BTN,1989,530257
BTN,1990,537280
BTN,1991,537284
BTN,1992,531525
BTN,1993,523117
BTN,1994,516503
BTN,1995,514877
BTN,1996,519282
BTN,1997,528754
BTN,1998,542155
BTN,1999,557543
BTN,2000,573416
BTN,2001,589600
BTN,2002,606399
BTN,2003,623434
BTN,2004,640282
BTN,2005,656639
BTN,2006,672228
BTN,2007,686958
BTN,2008,700950
BTN,2009,714458
BTN,2010,727641
BTN,2011,740510
BTN,2012,752967
BTN,2013,764961
BTN,2014,776448
BTN,2015,787386
BTN,2016,797765
BTN,2017,807610
BWA,1960,524552
BWA,1961,537249
BWA,1962,550840
BWA,1963,565353
BWA,1964,580799
BWA,1965,597190
BWA,1966,614613
BWA,1967,633154
BWA,1968,652843
BWA,1969,673640
BWA,1970,695597
BWA,1971,718639
BWA,1972,742835
BWA,1973,768512
BWA,1974,796095
BWA,1975,825840
BWA,1976,857855
BWA,1977,891926
BWA,1978,927585
BWA,1979,964166
BWA,1980,1001158
BWA,1981,1038397
BWA,1982,1075889
BWA,1983,1113539
BWA,1984,1151292
BWA,1985,1189114
BWA,1986,1226810
BWA,1987,1264314
BWA,1988,1301818
BWA,1989,1339624
BWA,1990,1377912
BWA,1991,1416731
BWA,1992,1455833
BWA,1993,1494693
BWA,1994,1532622
BWA,1995,1569094
BWA,1996,1604060
BWA,1997,1637635
BWA,1998,1669625
BWA,1999,1699862
BWA,2000,1728340
BWA,2001,1754935
BWA,2002,1779953
BWA,2003,1804339
BWA,2004,1829330
BWA,2005,1855852
BWA,2006,1884238
BWA,2007,1914414
BWA,2008,1946351
BWA,2009,1979882
BWA,2010,2014866
BWA,2011,2051339
BWA,2012,2089315
BWA,2013,2128507
BWA,2014,2168573
BWA,2015,2209197
BWA,2016,2250260
BWA,2017,2291661
CAF,1960,1503508
CAF,1961,1529227
CAF,1962,1556661
CAF,1963,1585763
CAF,1964,1616516
CAF,1965,1648833
CAF,1966,1682885
CAF,1967,1718603
CAF,1968,1755344
CAF,1969,1792220
CAF,1970,1828709
CAF,1971,1864598
CAF,1972,1900317
CAF,1973,1936841
CAF,1974,1975521
CAF,1975,2017372
CAF,1976,2062405
CAF,1977,2110457
CAF,1978,2162249
CAF,1979,2218575
CAF,1980,2279821
CAF,1981,2346797
CAF,1982,2418844
CAF,1983,2493135
CAF,1984,2565803
CAF,1985,2634232
CAF,1986,2696982
CAF,1987,2755244
CAF,1988,2812244
CAF,1989,2872668
CAF,1990,2939780
CAF,1991,3014624
CAF,1992,3095807
CAF,1993,3181222
CAF,1994,3267670
CAF,1995,3352767
CAF,1996,3435821
CAF,1997,3517309
CAF,1998,3597385
CAF,1999,3676508
CAF,2000,3754986
CAF,2001,3832203
CAF,2002,3907612
CAF,2003,3981665
CAF,2004,4055036
CAF,2005,4127910
CAF,2006,4201758
CAF,2007,4275800
CAF,2008,4345386
CAF,2009,4404230
CAF,2010,4448525
CAF,2011,4476153
CAF,2012,4490416
CAF,2013,4499653
CAF,2014,4515392
CAF,2015,4546100
CAF,2016,4594621
CAF,2017,4659080
CAN,1960,17909009
CAN,1961,18271000
CAN,1962,18614000
CAN,1963,18964000
CAN,1964,19325000
CAN,1965,19678000
CAN,1966,20048000
CAN,1967,20412000
CAN,1968,20744000
CAN,1969,21028000
CAN,1970,21324000
CAN,1971,21645535
CAN,1972,21993631
CAN,1973,22369408
CAN,1974,22774087
CAN,1975,23209000
CAN,1976,23518000
CAN,1977,23796000
CAN,1978,24036000
CAN,1979,24277000
CAN,1980,24593000
CAN,1981,24900000
CAN,1982,25202000
CAN,1983,25456000
CAN,1984,25702000
CAN,1985,25942000
CAN,1986,26204000
CAN,1987,26550000
CAN,1988,26895000
CAN,1989,27379000
CAN,1990,27791000
CAN,1991,28171682
CAN,1992,28519597
CAN,1993,28833410
CAN,1994,29111906
CAN,1995,29354000
CAN,1996,29671900
CAN,1997,29987200
CAN,1998,30247900
CAN,1999,30499200
CAN,2000,30769700
CAN,2001,31081900
CAN,2002,31362000
CAN,2003,31676000
CAN,2004,31995000
CAN,2005,32312000
CAN,2006,32570505
CAN,2007,32887928
CAN,2008,33245773
CAN,2009,33628571
CAN,2010,34005274
CAN,2011,34342780
CAN,2012,34750545
CAN,2013,35152370
CAN,2014,35535348
CAN,2015,35832513
CAN,2016,36264604
CAN,2017,36708083
CEB,1960,91401583
CEB,1961,92237118
CEB,1962,93014890
CEB,1963,93845749
CEB,1964,94722599
CEB,1965,95447065
CEB,1966,96148635
CEB,1967,97043587
CEB,1968,97882394
CEB,1969,98602140
CEB,1970,99133296
CEB,1971,99638983
CEB,1972,100363597
CEB,1973,101120519
CEB,1974,101946256
CEB,1975,102862489
CEB,1976,103770134
CEB,1977,104589313
CEB,1978,105304312
CEB,1979,105924838
CEB,1980,106564905
CEB,1981,107187982
CEB,1982,107770794
CEB,1983,108326895
CEB,1984,108853181
CEB,1985,109360296
CEB,1986,109847148
CEB,1987,110296680
CEB,1988,110688533
CEB,1989,110801380
CEB,1990,110745760
CEB,1991,110290445
CEB,1992,110005636
CEB,1993,110081461
CEB,1994,110019570
CEB,1995,109913216
CEB,1996,109563097
CEB,1997,109459093
CEB,1998,109207205
CEB,1999,109102354
CEB,2000,108405522
CEB,2001,107800399
CEB,2002,107097577
CEB,2003,106760768
CEB,2004,106466116
CEB,2005,106173766
CEB,2006,105901322
CEB,2007,105504531
CEB,2008,105126686
CEB,2009,104924372
CEB,2010,104543801
CEB,2011,104174038
CEB,2012,103935318
CEB,2013,103713726
CEB,2014,103496179
CEB,2015,103257751
CEB,2016,102994343
CEB,2017,102727102
CHE,1960,5327827
CHE,1961,5434294
CHE,1962,5573815
CHE,1963,5694247
CHE,1964,5789228
CHE,1965,5856472
CHE,1966,5918002
CHE,1967,5991785
CHE,1968,6067714
CHE,1969,6136387
CHE,1970,6180877
CHE,1971,6213399
CHE,1972,6260956
CHE,1973,6307347
CHE,1974,6341405
CHE,1975,6338632
CHE,1976,6302504
CHE,1977,6281174
CHE,1978,6281738
CHE,1979,6294365
CHE,1980,6319408
CHE,1981,6354074
CHE,1982,6391309
CHE,1983,6418773
CHE,1984,6441865
CHE,1985,6470365
CHE,1986,6504124
CHE,1987,6545106
CHE,1988,6593386
CHE,1989,6646912
CHE,1990,6715519
CHE,1991,6799978
CHE,1992,6875364
CHE,1993,6938265
CHE,1994,6993795
CHE,1995,7040687
CHE,1996,7071850
CHE,1997,7088906
CHE,1998,7110001
CHE,1999,7143991
CHE,2000,7184250
CHE,2001,7229854
CHE,2002,7284753
CHE,2003,7339001
CHE,2004,7389625
CHE,2005,7437115
CHE,2006,7483934
CHE,2007,7551117
CHE,2008,7647675
CHE,2009,7743831
CHE,2010,7824909
CHE,2011,7912398
CHE,2012,7996861
CHE,2013,8089346
CHE,2014,8188649
CHE,2015,8282396
CHE,2016,8373338
CHE,2017,8466017
CHI,1960,109420
CHI,1961,110399
CHI,1962,111457
CHI,1963,112595
CHI,1964,113773
CHI,1965,114995
CHI,1966,116227
CHI,1967,117474
CHI,1968,118726
CHI,1969,119972
CHI,1970,121197
CHI,1971,122413
CHI,1972,123614
CHI,1973,124725
CHI,1974,125682
CHI,1975,126415
CHI,1976,126902
CHI,1977,127183
CHI,1978,127390
CHI,1979,127692
CHI,1980,128212
CHI,1981,128981
CHI,1982,129979
CHI,1983,131156
CHI,1984,132453
CHI,1985,133808
CHI,1986,135230
CHI,1987,136716
CHI,1988,138187
CHI,1989,139530
CHI,1990,140671
CHI,1991,141568
CHI,1992,142258
CHI,1993,142819
CHI,1994,143384
CHI,1995,144046
CHI,1996,144829
CHI,1997,145715
CHI,1998,146671
CHI,1999,147687
CHI,2000,148725
CHI,2001,149793
CHI,2002,150901
CHI,2003,152038
CHI,2004,153170
CHI,2005,154294
CHI,2006,155411
CHI,2007,156513
CHI,2008,157581
CHI,2009,158603
CHI,2010,159581
CHI,2011,160497
CHI,2012,161358
CHI,2013,162180
CHI,2014,162969
CHI,2015,163758
CHI,2016,164541
CHI,2017,165314
CHL,1960,7716625
CHL,1961,7890156
CHL,1962,8067136
CHL,1963,8247415
CHL,1964,8430838
CHL,1965,8617077
CHL,1966,8806137
CHL,1967,8997325
CHL,1968,9188822
CHL,1969,9378243
CHL,1970,9563865
CHL,1971,9745189
CHL,1972,9922558
CHL,1973,10096295
CHL,1974,10267056
CHL,1975,10435534
CHL,1976,10601836
CHL,1977,10766419
CHL,1978,10930783
CHL,1979,11096868
CHL,1980,11266226
CHL,1981,11439144
CHL,1982,11615836
CHL,1983,11797534
CHL,1984,11985658
CHL,1985,12181028
CHL,1986,12384108
CHL,1987,12594145
CHL,1988,12809025
CHL,1989,13025797
CHL,1990,13242132
CHL,1991,13457244
CHL,1992,13671033
CHL,1993,13882668
CHL,1994,14091389
CHL,1995,14296613
CHL,1996,14497826
CHL,1997,14694835
CHL,1998,14887756
CHL,1999,15076952
CHL,2000,15262754
CHL,2001,15444969
CHL,2002,15623635
CHL,2003,15799542
CHL,2004,15973778
CHL,2005,16147064
CHL,2006,16319792
CHL,2007,16491687
CHL,2008,16661942
CHL,2009,16829442
CHL,2010,16993354
CHL,2011,17153357
CHL,2012,17309746
CHL,2013,17462982
CHL,2014,17613798
CHL,2015,17762681
CHL,2016,17909754
CHL,2017,18054726
CHN,1960,667070000
CHN,1961,660330000
CHN,1962,665770000
CHN,1963,682335000
CHN,1964,698355000
CHN,1965,715185000
CHN,1966,735400000
CHN,1967,754550000
CHN,1968,774510000
CHN,1969,796025000
CHN,1970,818315000
CHN,1971,841105000
CHN,1972,862030000
CHN,1973,881940000
CHN,1974,900350000
CHN,1975,916395000
CHN,1976,930685000
CHN,1977,943455000
CHN,1978,956165000
CHN,1979,969005000
CHN,1980,981235000
CHN,1981,993885000
CHN,1982,1008630000
CHN,1983,1023310000
CHN,1984,1036825000
CHN,1985,1051040000
CHN,1986,1066790000
CHN,1987,1084035000
CHN,1988,1101630000
CHN,1989,1118650000
CHN,1990,1135185000
CHN,1991,1150780000
CHN,1992,1164970000
CHN,1993,1178440000
CHN,1994,1191835000
CHN,1995,1204855000
CHN,1996,1217550000
CHN,1997,1230075000
CHN,1998,1241935000
CHN,1999,1252735000
CHN,2000,1262645000
CHN,2001,1271850000
CHN,2002,1280400000
CHN,2003,1288400000
CHN,2004,1296075000
CHN,2005,1303720000
CHN,2006,1311020000
CHN,2007,1317885000
CHN,2008,1324655000
CHN,2009,1331260000
CHN,2010,1337705000
CHN,2011,1344130000
CHN,2012,1350695000
CHN,2013,1357380000
CHN,2014,1364270000
CHN,2015,1371220000
CHN,2016,1378665000
CHN,2017,1386395000
CIV,1960,3558988
CIV,1961,3694205
CIV,1962,3841071
CIV,1963,3996941
CIV,1964,4157965
CIV,1965,4321791
CIV,1966,4487204
CIV,1967,4656353
CIV,1968,4834279
CIV,1969,5027971
CIV,1970,5242395
CIV,1971,5479338
CIV,1972,5737281
CIV,1973,6013862
CIV,1974,6305287
CIV,1975,6608609
CIV,1976,6922982
CIV,1977,7248828
CIV,1978,7585914
CIV,1979,7934279
CIV,1980,8293675
CIV,1981,8664057
CIV,1982,9044473
CIV,1983,9432731
CIV,1984,9826055
CIV,1985,10222558
CIV,1986,10620267
CIV,1987,11019651
CIV,1988,11424260
CIV,1989,11839243
CIV,1990,12267754
CIV,1991,12710008
CIV,1992,13163019
CIV,1993,13622731
CIV,1994,14083611
CIV,1995,14540820
CIV,1996,14995249
CIV,1997,15445986
CIV,1998,15884552
CIV,1999,16300233
CIV,2000,16686561
CIV,2001,17040152
CIV,2002,17366517
CIV,2003,17679355
CIV,2004,17997738
CIV,2005,18336303
CIV,2006,18699435
CIV,2007,19085941
CIV,2008,19497986
CIV,2009,19936366
CIV,2010,20401331
CIV,2011,20895311
CIV,2012,21418603
CIV,2013,21966312
CIV,2014,22531350
CIV,2015,23108472
CIV,2016,23695919
CIV,2017,24294750
CMR,1960,5176268
CMR,1961,5285231
CMR,1962,5399922
CMR,1963,5520332
CMR,1964,5646316
CMR,1965,5777834
CMR,1966,5915123
CMR,1967,6058539
CMR,1968,6208282
CMR,1969,6364569
CMR,1970,6527635
CMR,1971,6697745
CMR,1972,6875228
CMR,1973,7060603
CMR,1974,7254468
CMR,1975,7457362
CMR,1976,7669445
CMR,1977,7890969
CMR,1978,8122529
CMR,1979,8364835
CMR,1980,8618354
CMR,1981,8883016
CMR,1982,9158566
CMR,1983,9445003
CMR,1984,9742263
CMR,1985,10050023
CMR,1986,10368300
CMR,1987,10696274
CMR,1988,11031817
CMR,1989,11372160
CMR,1990,11715218
CMR,1991,12060729
CMR,1992,12408931
CMR,1993,12758881
CMR,1994,13109660
CMR,1995,13460994
CMR,1996,13812472
CMR,1997,14165423
CMR,1998,14523570
CMR,1999,14891891
CMR,2000,15274234
CMR,2001,15671927
CMR,2002,16084886
CMR,2003,16513822
CMR,2004,16959081
CMR,2005,17420795
CMR,2006,17899562
CMR,2007,18395389
CMR,2008,18907008
CMR,2009,19432541
CMR,2010,19970495
CMR,2011,20520447
CMR,2012,21082383
CMR,2013,21655715
CMR,2014,22239904
CMR,2015,22834522
CMR,2016,23439189
CMR,2017,24053727
COD,1960,15248251
COD,1961,15637733
COD,1962,16041263
COD,1963,16461930
COD,1964,16903923
COD,1965,17369883
COD,1966,17861881
COD,1967,18378214
COD,1968,18913203
COD,1969,19458904
COD,1970,20009935
COD,1971,20562865
COD,1972,21120140
COD,1973,21689239
COD,1974,22280923
COD,1975,22902319
COD,1976,23559071
COD,1977,24247550
COD,1978,24954655
COD,1979,25661884
COD,1980,26357462
COD,1981,27039468
COD,1982,27717337
COD,1983,28404876
COD,1984,29121474
COD,1985,29883446
COD,1986,30685824
COD,1987,31529823
COD,1988,32444156
COD,1989,33465441
COD,1990,34614581
COD,1991,35914825
COD,1992,37346147
COD,1993,38833595
COD,1994,40273701
COD,1995,41595744
COD,1996,42770544
COD,1997,43830146
COD,1998,44840529
COD,1999,45898667
COD,2000,47076387
COD,2001,48394338
COD,2002,49835756
COD,2003,51390033
COD,2004,53034217
COD,2005,54751476
COD,2006,56543011
COD,2007,58417562
COD,2008,60373608
COD,2009,62409435
COD,2010,64523263
COD,2011,66713597
COD,2012,68978682
COD,2013,71316033
COD,2014,73722860
COD,2015,76196619
COD,2016,78736153
COD,2017,81339988
COG,1960,1037220
COG,1961,1064111
COG,1962,1092292
COG,1963,1121735
COG,1964,1152412
COG,1965,1184316
COG,1966,1217391
COG,1967,1251703
COG,1968,1287516
COG,1969,1325147
COG,1970,1364812
COG,1971,1406643
COG,1972,1450518
COG,1973,1496047
COG,1974,1542690
COG,1975,1590039
COG,1976,1637941
COG,1977,1686524
COG,1978,1736099
COG,1979,1787129
COG,1980,1839935
COG,1981,1894676
COG,1982,1951195
COG,1983,2009165
COG,1984,2068132
COG,1985,2127770
COG,1986,2188046
COG,1987,2249146
COG,1988,2311348
COG,1989,2375008
COG,1990,2440457
COG,1991,2507772
COG,1992,2577035
COG,1993,2648507
COG,1994,2722497
COG,1995,2799255
COG,1996,2879222
COG,1997,2962470
COG,1998,3048453
COG,1999,3136344
COG,2000,3225727
COG,2001,3315806
COG,2002,3407180
COG,2003,3502519
COG,2004,3605439
COG,2005,3718243
COG,2006,3842365
COG,2007,3976246
COG,2008,4115435
COG,2009,4253712
COG,2010,4386693
COG,2011,4512730
COG,2012,4633363
COG,2013,4751393
COG,2014,4871101
COG,2015,4995648
COG,2016,5125821
COG,2017,5260750
COL,1960,16480383
COL,1961,16982315
COL,1962,17500171
COL,1963,18033550
COL,1964,18581974
COL,1965,19144223
COL,1966,19721462
COL,1967,20311371
COL,1968,20905059
COL,1969,21490945
COL,1970,22061215
COL,1971,22611986
COL,1972,23146803
COL,1973,23674504
COL,1974,24208021
COL,1975,24756973
COL,1976,25323406
COL,1977,25905127
COL,1978,26502166
COL,1979,27113512
COL,1980,27737900
COL,1981,28375991
COL,1982,29027162
COL,1983,29687094
COL,1984,30350086
COL,1985,31011688
COL,1986,31669776
COL,1987,32324325
COL,1988,32975535
COL,1989,33624444
COL,1990,34271565
COL,1991,34916766
COL,1992,35558682
COL,1993,36195168
COL,1994,36823537
COL,1995,37441977
COL,1996,38049038
COL,1997,38645411
COL,1998,39234062
COL,1999,39819279
COL,2000,40403958
COL,2001,40988909
COL,2002,41572491
COL,2003,42152151
COL,2004,42724163
COL,2005,43285634
COL,2006,43835722
COL,2007,44374572
COL,2008,44901544
COL,2009,45416181
COL,2010,45918097
COL,2011,46406646
COL,2012,46881475
COL,2013,47342981
COL,2014,47791911
COL,2015,48228697
COL,2016,48653419
COL,2017,49065615
COM,1960,191121
COM,1961,194139
COM,1962,197198
COM,1963,200372
COM,1964,203753
COM,1965,207424
COM,1966,211478
COM,1967,215897
COM,1968,220575
COM,1969,225325
COM,1970,230054
COM,1971,234644
COM,1972,239235
COM,1973,244208
COM,1974,250104
COM,1975,257290
COM,1976,265953
COM,1977,275900
COM,1978,286634
COM,1979,297447
COM,1980,307829
COM,1981,317606
COM,1982,326946
COM,1983,336096
COM,1984,345466
COM,1985,355337
COM,1986,365760
COM,1987,376654
COM,1988,387963
COM,1989,399632
COM,1990,411594
COM,1991,423872
COM,1992,436448
COM,1993,449274
COM,1994,462277
COM,1995,475394
COM,1996,488627
COM,1997,501953
COM,1998,515385
COM,1999,528848
COM,2000,542357
COM,2001,555888
COM,2002,569479
COM,2003,583211
COM,2004,597228
COM,2005,611627
COM,2006,626425
COM,2007,641620
COM,2008,657229
COM,2009,673252
COM,2010,689692
COM,2011,706569
COM,2012,723868
COM,2013,741500
COM,2014,759385
COM,2015,777424
COM,2016,795601
COM,2017,813912
CPV,1960,202310
CPV,1961,205956
CPV,1962,210867
CPV,1963,216908
CPV,1964,223846
CPV,1965,231428
CPV,1966,239770
CPV,1967,248747
CPV,1968,257509
CPV,1969,264909
CPV,1970,270198
CPV,1971,272992
CPV,1972,273651
CPV,1973,273005
CPV,1974,272292
CPV,1975,272423
CPV,1976,273652
CPV,1977,275767
CPV,1978,278739
CPV,1979,282415
CPV,1980,286657
CPV,1981,291602
CPV,1982,297285
